al,Vlore,51,89528,40.4666667,19.4897222
al,Vore,50,4973,41.3908333,19.655
am,Abovyan,02,1379,40.0488889,44.5475
am,Abovyan,05,35677,40.2691667,44.6244444
am,Agarakadzor,10,1195,39.7363889,45.3455556
am,Agarak,01,1575,40.3077778,44.2847222
am,Agarak,06,1278,41.0105556,44.4675
am,Agarak,08,4707,39.2038889,46.5472222
am,Aghavnadzor,05,1252,40.5841667,44.6913889
am,Aghavnadzor,10,1925,39.7836111,45.2280556
am,Aghavnatun,01,2913,40.2336111,44.2513889
am,Akhuryan,07,7672,40.7813889,43.8963889
am,Aknalich,03,2654,40.1430556,44.1483333
am,Aknashen,03,1362,40.0958333,44.2861111
am,Alaverdi,06,13186,41.1305556,44.6519444
am,Amasia,07,1675,40.9466667,43.7813889
am,Amberd,01,1267,40.2416667,44.2727778
am,Anushavan,07,1532,40.6419444,43.9822222
am,Apaga,03,1634,40.0961111,44.2511111
am,Aparan,01,5670,40.5961111,44.3536111
am,Aragats,01,2952,40.3330556,43.6580556
am,Aragats,03,5092,40.2183333,44.2327778
am,Aragyukh,05,999,40.4025,44.5436111
am,Aramus,05,3214,40.2511111,44.6630556
am,Arapi,07,1738,40.7797222,43.8005556
am,Ararat,02,6554,39.8094444,44.7144444
am,Arazap,03,1373,40.0427778,44.1458333
am,Archis,09,1235,41.1641667,44.8725
am,Areni,10,1718,39.7208333,45.1838889
am,Arevabuyr,02,1041,40.0361111,44.4688889
am,Arevashat,03,1403,40.1416667,44.3708333
am,Arevashogh,06,2435,40.8613889,44.2727778
am,Arevik,03,2455,40.1005556,44.0969444
am,Arevik,07,1522,40.7361111,43.8927778
am,Arevshat,02,2089,40.0391667,44.5416667
am,Arevshat,07,1623,40.6486111,44.0444444
am,Argavand,02,1703,40.1580556,44.44
am,Argavand,03,2047,40.0608333,44.0952778
am,Argel,05,2528,40.3794444,44.5994444
am,Armash,10,2434,39.7666667,44.8083333
am,Armavir,03,2752,40.0897222,44.0483333
am,Arshaluys,03,3808,40.1688889,44.2141667
am,Artashat,02,20562,39.9538889,44.5505556
am,Arteni,01,3086,40.2983333,43.7541667
am,Artimet,03,1501,40.1513889,44.2663889
am,Artsvaberd,09,3193,40.8336111,45.4711111
am,Artsvanist,04,2819,40.1544444,45.5022222
am,Arzakan,05,2660,40.4494444,44.6063889
am,Arzni,05,2244,40.2963889,44.5958333
am,Ashnak,01,1131,40.3275,43.9166667
am,Ashtarak,01,18779,40.3016667,44.3591667
am,Astghadzor,04,3520,40.1238889,45.3566667
am,Avshar,02,4215,39.8405556,44.6836111
am,Aygavan,02,3758,39.8647222,44.6702778
am,Aygedzor,08,2535,39.4627778,46.4152778
am,Aygehovit,09,2888,40.9744444,45.2519444
am,Aygek,03,1095,40.1886111,44.3833333
am,Aygepat,02,1349,39.95,44.6
am,Aygeshat,01,1358,40.2355556,44.2866667
am,Aygeshat,03,1606,40.0666667,44.0666667
am,Aygestan,02,2431,40.0030556,44.5575
am,Aygezard,02,3192,39.9458333,44.6088889
am,Aygut,04,997,40.6841667,45.1730556
am,Ayrum,06,2174,41.195,44.8925
am,Ayrum,09,2174,41.1716667,44.8191667
am,Azatamut,09,1850,40.9758333,45.1980556
am,Azatan,07,4448,40.7238889,43.8205556
am,Azatavan,02,2886,39.9833333,44.5
am,Azatavan,03,2886,40.1333333,44.0666667
am,Baghramyan,03,1690,40.1908333,43.8494444
am,Bagratashen,09,3024,41.2458333,44.8211111
am,Balahovit,05,2982,40.2536111,44.6038889
am,Bambakashat,03,3089,40.1144444,44.0122222
am,Bardzrashen,02,1273,40.0852778,44.5786111
am,Bazum,06,1114,40.8680556,44.4455556
am,Berdavan,09,3150,41.2027778,45.0033333
am,Berd,09,8374,40.8808333,45.3916667
am,Brnakot,08,1912,39.4969444,45.9730556
am,Brun,08,1028,39.5338889,46.3030556
am,Buzhakan,05,1678,40.4552778,44.5205556
am,Byurakan,01,3902,40.3413889,44.2736111
am,Byuravan,02,1228,40.0161111,44.5186111
am,Byureghavan,05,6972,40.3147222,44.5936111
am,Chambarak,04,6153,40.5952778,45.3475
am,Chochkan,06,1740,41.1861111,44.8313889
am,Dalar,02,2504,39.9669444,44.5363889
am,Dalarik,03,3080,40.2183333,43.8602778
am,Darakert,02,2325,40.1058333,44.4138889
am,Darpas,06,1785,40.8380556,44.4233333
am,Dashtavan,02,1762,40.1016667,44.3905556
am,Ddmashen,04,2157,40.5719444,44.8122222
am,Dilijan,09,13480,40.7408333,44.8630556
am,Dimitrov,02,1212,40.0080556,44.4880556
am,Doghs,01,1186,40.2227778,44.2716667
am,Drakhtik,04,1016,40.5688889,45.2319444
am,Dsegh,06,2484,40.9633333,44.6516667
am,Dvin,02,2795,40.02,44.5852778
am,Dzitankov,07,1162,40.5155556,43.8133333
am,Dzoraghbyur,05,2011,40.205,44.6430556
am,Dzoragyukh,04,3570,40.1752778,45.175
am,Fantan,05,1019,40.3941667,44.685
am,Fioletovo,06,1264,40.7247222,44.7138889
am,Gagarin,04,1305,40.5369444,44.8577778
am,Gandzak,04,3841,40.3147222,45.1113889
am,Garni,05,6827,40.1194444,44.7230556
am,Gavar,04,21681,40.3588889,45.1266667
am,Gay,02,3309,40.0838889,44.3055556
am,Geghamasar,04,1060,40.3116667,45.68
am,Geghamavan,04,1597,40.5619444,44.8827778
am,Geghanist,02,2409,40.1497222,44.4344444
am,Getahovit,09,2005,40.8958333,45.1313889
am,Getashen,03,2114,40.0433333,43.9447222
am,Getazat,02,1947,40.0380556,44.5638889
am,Ghukasavan,02,2113,40.1261111,44.4177778
am,Gladzor,10,2080,39.7783333,45.3477778
am,Gogaran,06,1088,40.8955556,44.1991667
am,Goris,08,20379,39.5077778,46.3386111
am,Gosh,09,994,40.7225,45.0033333
am,Griboyedov,03,1879,40.1130556,44.2716667
am,Gyulagarak,06,2109,40.9697222,44.4713889
am,Gyumri,07,148383,40.7894444,43.8475
am,Haghartsin,09,3370,40.7780556,44.9625
am,Hayanist,03,2031,40.1197222,44.3775
am,Haykashen,03,1140,40.0727778,44.3069444
am,Haykavan,07,1201,40.7558333,43.77
am,Hnaberd,01,1817,40.6427778,44.1444444
am,Hoktember,03,5348,40.1361111,44.0138889
am,Horom,07,1893,40.6541667,43.8822222
am,Hovtashat,02,3472,40.1019444,44.3427778
am,Hovtashen,02,1134,40.0244444,44.45
am,Hrazdan,05,40796,40.5016667,44.7547222
am,Ijevan,09,14737,40.8755556,45.1491667
am,Janfida,03,2986,40.0455556,44.0208333
am,Jermuk,10,4582,39.8416667,45.6722222
am,Jrahovit,02,1032,40.0452778,44.4736111
am,Jrashen,06,3078,40.7875,44.1972222
am,Jrashen,11,1696,40.0547222,44.5133333
am,Kamaris,05,2064,40.2358333,44.6938889
am,Kamo,07,1340,40.8280556,43.9483333
am,Kanakeravan,11,2950,40.2472222,44.5366667
am,Kapan,08,33161,39.2011111,46.415
am,Kaputan,05,1252,40.3244444,44.6938889
am,Karbi,01,3521,40.3338889,44.3777778
am,Karchaghbyur,04,2274,40.1638889,45.5722222
am,Kasakh,01,4247,40.5333333,44.4166667
am,Khashtarak,09,1728,40.9386111,45.1797222
am,Khndzoresk,08,1940,39.5122222,46.4336111
am,Kosh,01,2581,40.3072222,44.16
am,Lanjaghbyur,04,2097,40.2730556,45.1444444
am,Lchashen,04,4182,40.5202778,44.9308333
am,Lenughi,03,1499,40.1238889,43.9652778
am,Lernakert,07,1306,40.5669444,43.9361111
am,Lernanist,05,2511,40.4675,44.7980556
am,Lernantsk,06,1192,40.7955556,44.2783333
am,Lernapat,06,1710,40.82,44.3972222
am,Lernavan,06,1517,40.7883333,44.1844444
am,Lorut,06,1101,40.9388889,44.7725
am,Lukashin,01,2197,40.1758333,44.0186111
am,Madina,04,1024,40.0802778,45.2511111
am,Maisyan,07,1521,40.8530556,43.8294444
am,Malishka,10,4174,39.7369444,45.3875
am,Maralik,07,4959,40.5722222,43.8669444
am,Margahovit,06,3308,40.7380556,44.6875
am,Margara,03,1360,40.0336111,44.1738889
am,Marmarashen,02,2946,40.0575,44.4711111
am,Marmashen,07,1644,40.8375,43.7719444
am,Martuni,04,11037,40.1447222,45.3063889
am,Masis,02,18911,40.0138889,44.4858333
am,Mayakovski,05,1727,40.2522222,44.6383333
am,Meghradzor,05,2659,40.6147222,44.6522222
am,Meghrashen,07,1107,40.6758333,43.9486111
am,Meghri,08,4540,38.9022222,46.2383333
am,Merdzavan,03,2702,40.1816667,44.3991667
am,Metsamor,03,8789,40.0713889,44.2891667
am,Metsavan,06,4767,41.2016667,44.2288889
am,Mets Masrik,04,2570,40.2186111,45.7694444
am,Mets Parni,06,1934,40.8372222,44.1091667
am,Mosesgegh,09,1964,40.9063889,45.4913889
am,Mrganush,02,1032,40.0286111,44.5586111
am,Mrgashat,03,4961,40.1297222,44.0705556
am,Mrgashen,05,1623,40.285,44.5422222
am,Mrgavan,02,1713,39.9661111,44.5333333
am,Mrgavet,02,2131,40.0283333,44.4827778
am,Musaler,03,2323,40.1544444,44.3777778
am,Musayelyan,07,1499,40.7652778,43.9908333
am,Myasnikyan,03,3458,40.1775,43.9063889
am,Nalbandyan,03,4019,40.0677778,43.9855556
am,Navur,09,1227,40.8613889,45.3175
am,Nizami,02,1060,40.0913889,44.4041667
am,Norakert,01,2485,40.1922222,44.3466667
am,Noramarg,02,1811,40.0236111,44.4244444
am,Nor Armavir,03,1597,40.0866667,43.99
am,Norashen,02,3049,40.0041667,44.5947222
am,Norashen,06,1386,41.1880556,44.3272222
am,Noratus,04,5426,40.3822222,45.1783333
am,Nor Geghi,05,4896,40.3211111,44.5797222
am,Nor Gyukh,05,1462,40.2666667,44.6563889
am,Nor Yerznka,05,1459,40.3133333,44.4047222
am,Noyakert,02,1751,39.8166667,44.6669444
am,Noyemberyan,09,5119,41.1725,44.9936111
am,Nshavan,02,1916,40.0263889,44.5252778
am,Odzun,06,4524,41.0538889,44.6113889
am,Oshakan,01,4768,40.2705556,44.2691667
am,Paravakar,09,1637,40.9805556,45.3991667
am,Pemzashen,07,2436,40.5933333,43.94
am,Pokr Mantash,07,1838,40.65,44.05
am,Proshyan,05,4333,40.2480556,44.415
am,Pshatavan,03,2159,40.0405556,44.0675
am,Ptghni,05,1231,40.2566667,44.585
am,Ranchpar,02,989,40.0252778,44.3702778
am,Rind,10,1368,39.7597222,45.18
am,Samaghar,03,2343,40.1852778,44.2422222
am,Saramech,06,1111,40.7725,44.2191667
am,Saratak,07,1115,40.67,43.8663889
am,Sarigyukh,09,1096,41.0563889,45.1458333
am,Sarukhan,04,6173,40.2891667,45.1341667
am,Sasunik,01,1959,40.2472222,44.3380556
am,Sevan,04,17083,40.555,44.9536111
am,Shaghat,08,1011,39.5616667,45.9122222
am,Shahumyan,02,3905,39.9308333,44.5783333
am,Shahumyan,06,1843,40.7883333,44.5316667
am,Shatin,10,1671,39.8333333,45.3016667
am,Shenavan,01,1587,40.4861111,44.3825
am,Shenavan,03,1757,40.05,43.9333333
am,Shinuhayr,08,2206,39.4341667,46.3155556
am,Shirakamut,06,2008,40.8605556,44.1527778
am,Shirak,07,1007,40.8480556,43.9213889
am,Shnogh,06,2872,41.1477778,44.8377778
am,Sisavan,02,1793,39.9,44.6666667
am,Sisian,08,15208,39.4627778,45.9730556
am,Sis,02,1135,40.0586111,44.3863889
am,Solak,05,2295,40.4636111,44.7086111
am,Sovetakan,03,1613,40.1133333,44.0552778
am,Spandaryan,07,1226,40.665,44.0188889
am,Spitak,06,15063,40.7955556,44.2783333
am,Surenavan,10,2241,39.75,44.8
am,Talin,01,4945,40.3369444,43.8588889
am,Tandzut,03,1816,40.0772222,44.0886111
am,Taronik,03,1874,40.1330556,44.1991667
am,Tashir,06,7318,41.1244444,44.2819444
am,Tazagyukh,04,2248,40.1416667,45.1913889
am,Tegh,08,2120,39.5547222,46.4758333
am,Tsaghkaber,06,1207,40.7986111,44.1072222
am,Tsaghkadzor,05,1408,40.5386111,44.7113889
am,Tsaghkahovit,01,1551,40.6361111,44.2230556
am,Tsiatsan,03,1050,40.1869444,44.2666667
am,Tsovagyugh,04,3857,40.6330556,44.9522222
am,Tsovak,04,2531,40.1819444,45.635
am,Tsovazard,04,1949,40.4769444,45.0375
am,Tsovinar,04,3968,40.1608333,45.4538889
am,Tumanyan,06,1693,40.9633333,44.6516667
am,Urut,06,1102,41.0711111,44.3969444
am,Ushi,01,1276,40.3536111,44.3686111
am,Vagharshapat,03,49514,40.1727778,44.2925
am,Vaghashen,04,3235,40.1377778,45.3291667
am,Vahagni,06,1184,40.9080556,44.6069444
am,Vahan,04,1153,40.57,45.3955556
am,Vanadzor,06,101099,40.8127778,44.4883333
am,Vardablur,06,1297,40.95,44.4666667
am,Vardadzor,11,2095,40.1916667,45.1875
am,Vardenik,04,7709,40.135,45.4363889
am,Vardenis,04,11382,40.1805556,45.7283333
am,Varser,04,1614,40.5561111,44.9111111
am,Vedi,02,12192,39.9105556,44.7277778
am,Verin Artashat,02,3931,40.0005556,44.585
am,Verin Dvin,02,1853,40.0252778,44.5908333
am,Verin Getashen,04,4173,40.1327778,45.2486111
am,Verishen,08,2114,39.5358333,46.3119444
am,Vernashen,10,1162,39.7938889,45.3633333
am,Voskehask,07,1803,40.7383333,43.7758333
am,Voskehat,03,2181,40.1413889,44.3291667
am,Voskevan,09,1287,41.1191667,45.0652778
am,Voskevaz,01,3789,40.2797222,44.295
am,Vostan,02,2925,39.9588889,44.5591667
am,Yeghegnavan,02,1221,39.8277778,44.6372222
am,Yeghegnut,03,1746,40.0902778,44.1625
am,Yeghegnut,06,1154,40.9041667,44.6325
am,Yeghvard,05,10705,40.3216667,44.4813889
am,Yeraskhahun,03,1346,40.0722222,44.2158333
am,Yerazgavors,07,1285,40.7,43.75
am,Yerevan,11,1093499,40.1811111,44.5136111
am,Zangakatun,02,1130,39.8094444,45.0511111
am,Zaritap,10,1323,39.6372222,45.5086111
am,Zar,05,1340,40.2611111,44.7361111
am,Zhdanov,03,1512,40.1616667,44.0883333
am,Zorak,02,1390,40.0925,44.3919444
am,Zoravan,05,1167,40.3569444,44.5230556
am,Zovaber,04,1470,40.5736111,44.7863889
am,Zovuni,01,4484,40.5108333,44.4288889
an,Barber,00,2424,12.2833333,-69.0666667
an,Golden Rock,00,823,17.4833333,-62.9833333
an,Hato,00,13,12.1833333,-68.2833333
an,Kralendijk,00,3081,12.15,-68.2666667
an,Lagun,00,289,12.3166667,-69.1666667
an,Nieuwpoort,00,1937,12.05,-68.8166667
an,Oranjestad,00,1097,17.4666667,-62.9833333
an,Rincon,00,1496,12.2333333,-68.3333333
an,Sint Michiel,00,5138,12.1333333,-68.9833333
an,Soto,00,1987,12.2666667,-69.1
an,The Bottom,00,488,17.6333333,-63.25
an,Westpunt,00,783,12.3666667,-69.1666667
an,Willemstad,00,97590,12.1,-68.9166667
an,Windward Side,00,442,17.6333333,-63.2333333
ao,Benguela,01,151235,-12.5783333,13.4072222
ao,Caala,08,21205,-12.8525,15.5605556
ao,Cabinda,03,66020,-5.55,12.2
ao,Caconda,09,10551,-13.7333333,15.0666667
ao,Caluquembe,09,30305,-13.7833333,14.6833333
ao,Camabatela,05,12839,-8.1833333,15.3666667
ao,Camacupa,02,19150,-12.0166667,17.4833333
ao,Catabola,02,18858,-12.15,17.2833333
ao,Catumbela,01,16980,-12.4313889,13.5472222
ao,Caxito,19,28229,-8.58,13.6641667
ao,Cazaje,18,4764,-11.0666667,20.7
ao,Chissamba,02,7677,-12.1666667,17.3333333
ao,Huambo,08,226177,-12.7761111,15.7391667
ao,Kibala,06,8915,-10.7333333,14.9833333
ao,Kuito,02,113624,-12.3833333,16.9333333
ao,Leua,14,5168,-11.65,20.45
ao,Lobito,01,207957,-12.3197222,13.5997222
ao,Longonjo,08,24350,-12.9066667,15.2533333
ao,Luanda,10,2776125,-8.8383333,13.2344444
ao,Luau,14,18465,-10.7,22.2333333
ao,Lubango,09,102541,-14.9166667,13.5
ao,Lucapa,17,20115,-8.4166667,20.75
ao,Luena,14,21115,-11.7833333,19.9166667
ao,Lumeje,14,4972,-11.55,20.7833333
ao,Malanje,12,87047,-9.5447222,16.3452778
ao,Menongue,04,19141,-14.6666667,17.7
ao,Namibe,13,80150,-15.1961111,12.1522222
ao,Ondjiva,07,10169,-17.0666667,15.7333333
ao,Saurimo,18,40498,-9.65,20.4
ao,Soyo,16,67553,-6.1333333,12.3666667
ao,Sumbe,06,33278,-11.2,13.8333333
ao,Uige,15,60008,-7.6166667,15.05
ar,Alta Gracia,05,40385,-31.6666667,-64.4333333
ar,Azul,01,52333,-36.7833333,-59.85
ar,Bahia Blanca,01,282950,-38.7166667,-62.2833333
ar,Bell Ville,05,35106,-32.6166667,-62.7
ar,Campana,01,83175,-34.1769444,-58.9208333
ar,Catamarca,02,213601,-28.4666667,-65.7833333
ar,Chacabuco,01,34587,-34.6416667,-60.4738889
ar,Chivilcoy,01,52307,-34.9083333,-60.0305556
ar,Comodoro Rivadavia,07,142597,-45.8666667,-67.5
ar,Concepcion Del Uruguay,08,72904,-32.4833333,-58.2283333
ar,Concordia,08,155686,-31.4,-58.0333333
ar,Cordoba,05,1441007,-31.4,-64.1833333
ar,Corrientes,06,390481,-27.4666667,-58.8333333
ar,Dolores,01,25190,-36.3333333,-57.6666667
ar,Eldorado,14,62823,-26.3833333,-54.6666667
ar,Formosa,09,248756,-26.1833333,-58.1833333
ar,General Pico,11,55900,-35.6666667,-63.7333333
ar,General Roca,16,76066,-39.0333333,-67.5833333
ar,Goya,06,70340,-29.1333333,-59.2666667
ar,Gualeguaychu,08,88218,-33.0102778,-58.5141667
ar,Gualeguay,08,33120,-33.1444444,-59.3291667
ar,Jujuy,10,277150,-24.1833333,-65.3
ar,Junin,01,76369,-34.585,-60.9588889
ar,La Plata,01,684318,-34.9313889,-57.9488889
ar,La Rioja,12,178497,-29.4333333,-66.85
ar,Libertador General San Martin,10,49273,-23.8,-64.8
ar,Lincoln,01,24798,-34.865,-61.5319444
ar,Lujan,01,74823,-34.5702778,-59.105
ar,Lujan,13,77625,-33.05,-68.8666667
ar,Mar Del Plata,01,645771,-38.0,-57.55
ar,Mendoza,13,973047,-32.8833333,-68.8166667
ar,Mercedes,01,49067,-34.6544444,-59.4344444
ar,Mercedes,06,30649,-29.2,-58.0833333
ar,Mercedes,19,126559,-33.6666667,-65.4666667
ar,Necochea,01,84969,-38.55,-58.75
ar,Neuquen,15,359037,-38.95,-68.0666667
ar,Nueve De Julio,01,34717,-35.4541667,-60.8913889
ar,Obera,14,58939,-27.4833333,-55.1333333
ar,Olavarria,01,80005,-36.9,-60.2833333
ar,Parana,08,299257,-31.7333333,-60.5333333
ar,Pergamino,01,86708,-33.8925,-60.5725
ar,Posadas,14,313438,-27.3833333,-55.8833333
ar,Presidencia Roque Saenz Pena,03,89584,-26.7833333,-60.45
ar,Puerto Madryn,04,95547,-42.7666667,-65.05
ar,Punta Alta,01,53117,-38.8833333,-62.0833333
ar,Rafaela,21,84025,-31.2666667,-61.4833333
ar,Rawson,04,26341,-43.3,-65.1
ar,Reconquista,21,95979,-29.15,-59.65
ar,Resistencia,03,406967,-27.45,-58.9833333
ar,Rio Cuarto,05,174058,-33.1333333,-64.35
ar,Rio Gallegos,20,93234,-51.6333333,-69.2166667
ar,Rio Tercero,05,53396,-32.1833333,-64.1
ar,Rivadavia,13,65641,-33.1833333,-68.4666667
ar,Rosario,21,1218497,-32.9511111,-60.6663889
ar,Salta,17,548288,-24.7833333,-65.4166667
ar,San Carlos De Bariloche,16,110044,-41.15,-71.3
ar,San Francisco,05,71444,-31.4333333,-62.0833333
ar,San Juan,18,469958,-31.5375,-68.5363889
ar,San Lorenzo,06,47627,-28.1333333,-58.7666667
ar,San Luis,19,184869,-33.3,-66.35
ar,San Martin,13,107554,-33.0666667,-68.4666667
ar,San Nicolas,01,130705,-33.3302778,-60.2269444
ar,San Pedro,01,67514,-33.6705556,-59.6827778
ar,San Pedro,10,43124,-24.2333333,-64.8666667
ar,San Rafael,13,125033,-34.6,-68.3333333
ar,San Ramon De La Nueva Oran,17,84504,-23.1333333,-64.3333333
ar,Santa Fe,21,456044,-31.6333333,-60.7
ar,Santa Rosa,11,89478,-36.6166667,-64.2833333
ar,Santiago Del Estero,22,407636,-27.7833333,-64.2666667
ar,San Vicente,01,84333,-34.9666667,-58.3666667
ar,Tandil,01,100127,-37.3166667,-59.15
ar,Tartagal,17,63600,-22.5333333,-63.8166667
ar,Trelew,04,107883,-43.25,-65.3
ar,Tres Arroyos,01,47143,-38.3833333,-60.2833333
ar,Tucuman,24,828402,-26.8166667,-65.2166667
ar,Ushuaia,23,58045,-54.8,-68.3
ar,Veinticinco De Mayo,01,24668,-35.4280556,-60.1741667
ar,Venado Tuerto,21,71794,-33.7497222,-61.9669444
ar,Victoria,08,25139,-32.6091667,-60.1688889
ar,Viedma,16,76553,-40.8,-63.0
ar,Villa Carlos Paz,05,61095,-31.4,-64.5166667
ar,Villa Constitucion,21,44278,-33.2333333,-60.3333333
ar,Villa Maria,05,92337,-32.4166667,-63.25
ar,Zarate,01,88222,-34.0922222,-59.035
at,Absam,07,6594,47.3,11.5
at,Abtenau,05,5829,47.55,13.35
at,Altach,08,6040,47.35,9.65
